Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status
RS30611,Arizona,6838.77,No,Extended,High School or Below,2/1/2011,Disabled,M,15871,Suburban,Married
QT61438,Oregon,6519.29,No,Extended,Master,1/28/2011,Employed,M,38795,Suburban,Married
MD44130,Oregon,5712.38,No,Basic,High School or Below,1/28/2011,Employed,M,24882,Suburban,Married
MS78828,Nevada,5126.54,No,Extended,College,1/4/2011,Employed,F,33169,Suburban,Married
DG31826,California,4984.62,Yes,Basic,Bachelor,1/11/2011,Employed,M,86305,Rural,Married
WW67905,Oregon,4102.2,No,Basic,High School or Below,2/16/2011,Unemployed,M,0,Suburban,Married
LS92540,California,4111.2,No,Basic,College,1/29/2011,Employed,F,32210,Suburban,Divorced
RP92511,Nevada,11085.88,No,Extended,Bachelor,1/20/2011,Employed,M,69090,Urban,Married
LK63879,California,4745.68,No,Basic,High School or Below,1/27/2011,Unemployed,F,0,Suburban,Single
BT20606,Arizona,5837.53,No,Basic,Doctor,1/10/2011,Employed,M,83308,Suburban,Married
WW31823,Oregon,19190.32,No,Basic,High School or Below,1/22/2011,Employed,F,39034,Suburban,Married
MN79082,Oregon,6444.08,No,Extended,College,1/5/2011,Employed,M,46750,Suburban,Married
ID89933,Oregon,7255.58,No,Extended,Doctor,1/9/2011,Employed,F,39786,Urban,Married
NM77390,Nevada,8197.71,No,Basic,High School or Below,1/13/2011,Employed,M,56788,Suburban,Single
NN79124,Nevada,4554.91,No,Basic,Bachelor,1/13/2011,Employed,M,90156,Urban,Married
DF97701,Oregon,7069.74,No,Extended,Bachelor,2/8/2011,Employed,F,63867,Suburban,Married
EJ73184,California,4743.69,No,Basic,Bachelor,2/10/2011,Employed,F,83413,Rural,Married
GE43335,Nevada,4019.38,No,Basic,College,2/18/2011,Unemployed,M,0,Suburban,Divorced
HB68898,Oregon,20239.38,No,Premium,Bachelor,1/30/2011,Employed,F,36116,Rural,Married
UP80657,Washington,2674.73,Yes,Basic,College,2/15/2011,Employed,M,56342,Suburban,Single
PR13091,Oregon,9206.43,No,Basic,College,1/23/2011,Employed,F,55542,Urban,Single
YV73432,Oregon,23187.15,No,Basic,College,2/2/2011,Employed,M,58466,Suburban,Married
CG90504,Oregon,4770.55,Yes,Basic,College,2/1/2011,Medical Leave,F,12964,Suburban,Single
SH12501,Washington,3768.09,No,Extended,High School or Below,1/26/2011,Employed,M,43412,Suburban,Married
ZR58728,Nevada,2893.74,No,Basic,Master,1/25/2011,Employed,M,82611,Suburban,Single
NS57426,Arizona,11611.95,No,Extended,Bachelor,2/11/2011,Employed,M,28915,Suburban,Single
HU99414,Oregon,14246.15,No,Extended,High School or Below,2/2/2011,Unemployed,M,0,Suburban,Single
LP86596,Arizona,2554.55,No,Basic,High School or Below,2/9/2011,Unemployed,F,0,Suburban,Married
HR92775,California,3226.52,No,Extended,College,1/10/2011,Employed,F,91774,Urban,Single
DQ69331,Washington,2227.07,Yes,Basic,High School or Below,1/5/2011,Retired,M,27972,Suburban,Married
SP41790,California,10623.41,No,Extended,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Married
YA52900,Oregon,8304.69,No,Extended,College,2/19/2011,Unemployed,M,0,Suburban,Married
RQ88363,California,5155.53,No,Basic,College,1/18/2011,Employed,F,77857,Rural,Married
OZ37864,Oregon,4407.77,No,Basic,Bachelor,1/21/2011,Unemployed,F,0,Rural,Divorced
EH27304,California,2955.5,No,Basic,Doctor,1/21/2011,Employed,F,56502,Suburban,Single
CR37971,Oregon,3900.91,No,Extended,Bachelor,2/9/2011,Employed,M,95018,Urban,Married
KL54950,Oregon,4531.37,No,Extended,Bachelor,1/10/2011,Employed,M,23705,Suburban,Married
DS75515,California,2813.31,No,Basic,Bachelor,2/1/2011,Employed,M,72333,Urban,Married
YW72997,Arizona,7196.72,No,Basic,High School or Below,1/8/2011,Unemployed,M,0,Suburban,Single
MR13691,Arizona,6301.1,No,Extended,Bachelor,1/13/2011,Employed,M,47622,Urban,Married
PP20957,Nevada,7799.44,No,Basic,Bachelor,1/6/2011,Unemployed,F,0,Suburban,Married
KJ41153,Oregon,8292.63,No,Basic,College,1/22/2011,Employed,M,79632,Urban,Divorced
WX49215,Oregon,18534.61,No,Basic,Master,2/17/2011,Medical Leave,M,16154,Rural,Married
CH78309,Oregon,2906.3,No,Basic,College,1/6/2011,Employed,M,72211,Rural,Married
UF54329,California,6089.77,No,Extended,College,1/16/2011,Employed,M,70892,Urban,Married
CQ59706,Washington,5016.14,No,Basic,College,1/18/2011,Employed,F,49367,Rural,Divorced
KP77095,Arizona,15470.6,No,Premium,Bachelor,2/8/2011,Employed,F,68086,Rural,Married
PP14656,Washington,5680.47,No,Basic,Master,1/9/2011,Employed,M,90353,Rural,Married
QM74025,Oregon,4582.16,No,Basic,High School or Below,2/24/2011,Employed,F,49558,Suburban,Divorced
RW67951,Washington,8663.55,No,Basic,Bachelor,2/8/2011,Employed,M,93485,Rural,Married
ED13353,Oregon,5274.2,No,Basic,High School or Below,2/18/2011,Medical Leave,M,10629,Suburban,Single
LG49010,California,2620.6,No,Basic,Bachelor,2/9/2011,Medical Leave,M,10237,Urban,Married
UA74474,Oregon,4515.18,No,Premium,College,2/27/2011,Employed,F,87517,Suburban,Married
AC79024,Nevada,5533.23,No,Basic,Bachelor,2/7/2011,Employed,M,23241,Suburban,Married
SD61306,Arizona,5216.91,No,Basic,High School or Below,1/23/2011,Employed,M,60861,Rural,Married
PF88939,Nevada,7860.09,No,Basic,Doctor,2/28/2011,Disabled,M,21726,Suburban,Married
FG64765,Arizona,5016.55,No,Basic,Bachelor,1/18/2011,Employed,M,36313,Urban,Single
DC79319,California,3351.57,No,Extended,Bachelor,1/17/2011,Employed,F,29160,Suburban,Single
HS45195,California,6732.2,No,Extended,High School or Below,1/29/2011,Unemployed,M,0,Suburban,Single
VN73653,Oregon,6423.74,No,Basic,College,2/13/2011,Unemployed,M,0,Suburban,Single
WL72919,California,4974.87,No,Basic,College,1/8/2011,Employed,F,48139,Suburban,Single
DO31181,Oregon,4739.3,No,Extended,College,1/30/2011,Unemployed,F,0,Rural,Married
WY23230,Oregon,6086.43,No,Extended,College,2/24/2011,Retired,F,13688,Suburban,Divorced
SK89479,California,5016.64,No,Basic,College,1/20/2011,Unemployed,M,0,Suburban,Single
BM30720,Nevada,7341.79,No,Basic,High School or Below,2/3/2011,Employed,F,27649,Suburban,Single
XG92008,Arizona,3215.2,No,Extended,Master,2/23/2011,Employed,F,24191,Rural,Married
CJ46674,Oregon,2533.8,No,Basic,High School or Below,1/28/2011,Unemployed,M,0,Suburban,Single
UJ31096,Oregon,5340.54,No,Basic,High School or Below,2/11/2011,Employed,F,58493,Suburban,Married
GS44464,California,3644.83,Yes,Extended,High School or Below,1/15/2011,Employed,F,82477,Suburban,Married
XP35430,Oregon,6382.05,No,Extended,College,2/19/2011,Employed,F,88663,Suburban,Married
QI51950,Nevada,4303.64,No,Basic,High School or Below,2/12/2011,Employed,F,74057,Suburban,Single
PL88841,Arizona,4228.73,No,Basic,Bachelor,1/12/2011,Unemployed,M,0,Suburban,Married
ZW51790,Arizona,10426.09,No,Basic,College,2/9/2011,Employed,F,52342,Suburban,Married
MY80820,California,2484.75,No,Basic,Bachelor,2/19/2011,Employed,M,42012,Rural,Married
NE13752,Arizona,8232.76,No,Basic,Bachelor,1/12/2011,Employed,M,56021,Urban,Married
VL51487,California,21768.7,No,Extended,High School or Below,1/19/2011,Employed,M,35124,Suburban,Married
DD97473,Oregon,2160.92,No,Basic,High School or Below,1/11/2011,Unemployed,F,0,Suburban,Single
QJ89807,Nevada,4423.69,No,Extended,High School or Below,2/11/2011,Unemployed,F,0,Suburban,Single
GK24074,Arizona,3691.77,No,Extended,College,1/14/2011,Employed,F,37202,Urban,Married
DL61016,Oregon,4940.51,No,Basic,College,2/20/2011,Employed,M,65985,Rural,Single
EV60177,California,8503.94,No,Basic,High School or Below,2/8/2011,Employed,F,87771,Suburban,Single
OS96036,Arizona,41143.09,No,Basic,College,1/16/2011,Employed,F,63624,Urban,Married
AF37776,California,10419.17,No,Extended,Bachelor,1/16/2011,Employed,F,80192,Rural,Married
NC78961,Oregon,4139.9,No,Basic,Bachelor,2/4/2011,Employed,M,35945,Suburban,Divorced
YA15471,Oregon,7627.66,No,Basic,College,1/7/2011,Employed,M,93004,Urban,Married
KX80728,Washington,6162.37,No,Extended,High School or Below,1/23/2011,Unemployed,M,0,Suburban,Single
VV47792,California,25807.06,Yes,Extended,College,2/13/2011,Employed,F,71210,Suburban,Married
GE80842,Oregon,15506.93,No,Basic,College,1/4/2011,Employed,F,99159,Suburban,Married
QA93530,Nevada,5757.49,No,Basic,College,2/10/2011,Employed,F,81491,Rural,Divorced
GA27295,California,39365.3,No,Basic,Master,1/14/2011,Employed,F,99875,Rural,Divorced
EL55611,California,5555.49,No,Extended,High School or Below,1/27/2011,Employed,F,51705,Urban,Married
TL39050,Arizona,23893.3,No,Extended,Bachelor,2/6/2011,Employed,F,39837,Rural,Married
ZQ96022,Oregon,9594.78,No,Extended,College,2/2/2011,Employed,F,31421,Suburban,Married
OM69210,Arizona,5411.94,No,Extended,Bachelor,1/15/2011,Employed,M,81531,Urban,Married
VU72280,California,5318.9,Yes,Basic,Bachelor,1/12/2011,Employed,F,25134,Suburban,Married
WC21189,California,7731.71,No,Extended,College,2/11/2011,Employed,F,37386,Suburban,Married
JX50334,California,2004.35,Yes,Basic,College,2/22/2011,Unemployed,F,0,Suburban,Divorced
GB70736,Oregon,5510.97,No,Basic,College,1/21/2011,Employed,F,99553,Rural,Married
PU21485,Arizona,11158.13,No,Premium,Bachelor,2/18/2011,Unemployed,F,0,Suburban,Single
MF49636,Arizona,5390.27,No,Basic,High School or Below,2/23/2011,Employed,M,70705,Urban,Married
TG29325,Nevada,2658.22,No,Basic,College,1/12/2011,Employed,F,22724,Rural,Single
MW83318,Oregon,8826.61,No,Basic,College,2/24/2011,Employed,F,26320,Suburban,Married
LM54297,Nevada,4713.4,No,Basic,Bachelor,1/15/2011,Unemployed,M,0,Suburban,Single
NI78185,California,2393.92,Yes,Basic,College,1/31/2011,Unemployed,M,0,Suburban,Single
HL14274,California,11895.18,No,Extended,College,2/28/2011,Employed,F,88218,Rural,Divorced
SF86727,Nevada,5580.96,No,Basic,Master,2/16/2011,Employed,M,25180,Urban,Married
EM89554,Oregon,8617.55,No,Basic,Bachelor,1/6/2011,Employed,F,48091,Rural,Married
XP50892,Oregon,3940.12,No,Basic,High School or Below,2/3/2011,Employed,M,92539,Rural,Single
VH77056,Arizona,2448.77,No,Basic,Bachelor,2/14/2011,Employed,F,40658,Rural,Married
JF19701,Arizona,4439.68,No,Basic,Bachelor,1/26/2011,Employed,M,75453,Rural,Married
JN49891,Oregon,2534.95,No,Basic,College,1/4/2011,Employed,M,94003,Suburban,Single
CX65318,Arizona,17420.57,No,Extended,Master,2/14/2011,Employed,M,31737,Suburban,Married
HL35876,Washington,2393.92,Yes,Basic,College,1/31/2011,Unemployed,M,0,Suburban,Single
RD87161,Washington,2681.33,No,Basic,High School or Below,2/4/2011,Unemployed,F,0,Suburban,Married
CF50291,California,4272.81,No,Premium,College,2/20/2011,Unemployed,F,0,Suburban,Single
VF35858,California,15284.33,No,Basic,Bachelor,2/16/2011,Employed,M,48885,Suburban,Married
XG55762,Nevada,20186.35,No,Extended,Bachelor,2/12/2011,Unemployed,F,0,Suburban,Single
EC28314,California,4984.62,Yes,Basic,Bachelor,1/11/2011,Employed,M,86305,Rural,Married
GR53936,Oregon,5246.28,Yes,Basic,Bachelor,1/21/2011,Employed,F,28909,Suburban,Married
DV51398,California,8827.23,No,Extended,High School or Below,2/15/2011,Unemployed,M,0,Suburban,Single
YF81002,Oregon,3269.01,No,Extended,College,2/11/2011,Employed,M,26140,Suburban,Married
YM20358,Oregon,16979.8,Yes,Basic,Bachelor,1/17/2011,Employed,M,35095,Suburban,Divorced
AZ75509,Arizona,2479.92,No,Basic,Bachelor,1/14/2011,Employed,F,31678,Rural,Married
No93155,Arizona,7200.57,No,Basic,Master,2/12/2011,Disabled,M,28245,Suburban,Married
FG21322,Oregon,7917.12,No,Basic,Bachelor,1/22/2011,Unemployed,F,0,Suburban,Single
GO44613,Nevada,24061.11,No,Basic,High School or Below,1/23/2011,Medical Leave,F,19168,Suburban,Married
ZW93288,California,19160.99,Yes,Extended,Master,2/20/2011,Employed,F,22705,Suburban,Divorced
MS67230,Nevada,23295.06,No,Basic,College,1/27/2011,Employed,F,86481,Urban,Single
FQ32742,Arizona,7553.94,No,Basic,Doctor,1/24/2011,Employed,M,38008,Urban,Divorced
YF30946,California,2405.62,No,Basic,College,2/19/2011,Employed,M,63032,Suburban,Married
TH69908,Washington,4865.37,No,Extended,College,1/25/2011,Employed,F,27228,Rural,Married
QA78691,Nevada,16388.1,No,Basic,Bachelor,1/13/2011,Unemployed,F,0,Suburban,Single
NL44360,Oregon,2611.15,No,Basic,Bachelor,1/23/2011,Retired,F,13424,Suburban,Divorced
HO77809,Oregon,8688.75,No,Basic,College,1/27/2011,Employed,F,59098,Suburban,Divorced
MC30750,Oregon,13736.13,Yes,Premium,Master,2/13/2011,Disabled,F,16181,Suburban,Divorced
HU41273,Oregon,8564.77,Yes,Basic,High School or Below,2/17/2011,Employed,M,95697,Rural,Married
VS73599,Arizona,7019.18,Yes,Basic,College,1/23/2011,Retired,M,26806,Suburban,Married
TO74000,Oregon,8114.41,No,Basic,High School or Below,2/8/2011,Employed,M,30595,Suburban,Married
MS45259,Nevada,4864.38,No,Basic,College,2/27/2011,Employed,M,88079,Rural,Married
LI45265,Oregon,8569.42,No,Basic,Bachelor,1/10/2011,Employed,F,99803,Urban,Married
LK70293,Nevada,17793.61,No,Premium,High School or Below,2/18/2011,Unemployed,F,0,Suburban,Married
FY24370,Oregon,12944.19,No,Basic,Bachelor,2/14/2011,Unemployed,M,0,Suburban,Single
YE64125,Oregon,2649.21,No,Basic,College,1/8/2011,Employed,F,36283,Urban,Divorced
QT39025,Arizona,4582.9,No,Basic,Bachelor,1/18/2011,Employed,F,66991,Urban,Married
LO15516,California,2691.7,No,Basic,Bachelor,1/1/2011,Employed,M,34322,Suburban,Married
FM47139,Oregon,2466.38,No,Basic,College,2/20/2011,Employed,F,44855,Rural,Married
LW59140,Arizona,9277.47,No,Premium,Bachelor,1/4/2011,Employed,M,97729,Rural,Married
JA26024,Oregon,4142.56,No,Premium,High School or Below,1/25/2011,Employed,F,48263,Suburban,Married
YF16441,California,27990.27,No,Extended,Bachelor,1/18/2011,Employed,F,68343,Suburban,Single
QT43282,Oregon,9409.14,No,Basic,Master,2/25/2011,Employed,M,76847,Rural,Single
NL17964,Oregon,2581.02,No,Basic,High School or Below,1/24/2011,Employed,M,35795,Suburban,Married
CD27895,California,7637.11,No,Basic,Bachelor,1/14/2011,Unemployed,F,0,Suburban,Single
CF62992,Oregon,2471.08,No,Basic,High School or Below,1/16/2011,Employed,F,53074,Urban,Married
QK23742,California,2302.82,No,Basic,College,2/11/2011,Unemployed,F,0,Suburban,Single
UV64489,Arizona,8716.37,No,Basic,Bachelor,2/14/2011,Employed,F,28743,Suburban,Single
ED65109,California,5207.99,No,Basic,College,1/7/2011,Employed,F,81839,Rural,Married
SC40169,Oregon,2719.51,Yes,Basic,College,1/24/2011,Retired,F,14030,Suburban,Married
PW88443,Oregon,2452.73,No,Basic,College,1/28/2011,Employed,F,32764,Suburban,Married
YZ38778,Oregon,3829.09,No,Extended,Master,1/18/2011,Employed,M,74775,Suburban,Divorced
EO77382,Arizona,8873.53,No,Premium,Bachelor,2/14/2011,Employed,F,53503,Suburban,Single
SM42728,California,15925.06,No,Extended,College,2/2/2011,Employed,M,34455,Suburban,Married
PX31667,Washington,2952.36,No,Basic,High School or Below,2/3/2011,Employed,M,52198,Suburban,Married
NC35008,Oregon,15923.96,No,Extended,College,1/28/2011,Employed,F,64429,Rural,Married
XC77244,Oregon,7285.03,Yes,Basic,High School or Below,2/28/2011,Employed,M,44788,Suburban,Married
UM52895,California,13104.3,No,Basic,Bachelor,1/26/2011,Employed,F,30130,Suburban,Married
WV39838,Arizona,2436.84,No,Basic,College,2/8/2011,Unemployed,F,0,Rural,Married
IT92328,Nevada,9350.87,No,Premium,High School or Below,2/22/2011,Unemployed,M,0,Suburban,Single
QD86074,Oregon,9035.67,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337,Suburban,Married
WH80404,California,17250.75,No,Basic,High School or Below,1/28/2011,Employed,M,22276,Suburban,Married
XH20787,California,2549.08,No,Basic,College,2/18/2011,Employed,M,52980,Urban,Married
ZU50513,California,8954.84,No,Basic,Bachelor,1/31/2011,Employed,F,97736,Rural,Married
TW42649,Washington,2467.98,No,Basic,College,2/1/2011,Unemployed,F,0,Urban,Married
QH46481,Washington,7700.62,No,Basic,High School or Below,1/26/2011,Unemployed,F,0,Suburban,Single
MQ73697,Nevada,3776.67,No,Extended,College,2/21/2011,Employed,F,68727,Urban,Married
UG48681,Nevada,8044.87,Yes,Basic,Bachelor,2/19/2011,Employed,M,71391,Urban,Married
ID58230,California,5029.67,No,Basic,College,1/2/2011,Employed,F,62271,Rural,Married
DY35486,California,19957.79,No,Basic,High School or Below,1/29/2011,Unemployed,M,0,Suburban,Single
EP64833,California,6179.7,No,Extended,High School or Below,2/26/2011,Unemployed,F,0,Suburban,Single
MC69755,Washington,5678.05,Yes,Extended,Bachelor,1/19/2011,Unemployed,F,0,Suburban,Married
ZZ41158,Washington,4089.43,No,Basic,College,2/24/2011,Employed,M,28506,Suburban,Married
QM59790,Arizona,3142.88,No,Extended,High School or Below,2/25/2011,Unemployed,F,0,Suburban,Divorced
LL67008,California,22895.35,No,Extended,Bachelor,1/20/2011,Unemployed,F,0,Suburban,Single
ZU69163,California,5586.89,No,Basic,Doctor,1/21/2011,Employed,F,94161,Rural,Married
EB72052,Oregon,12105.29,No,Basic,College,2/6/2011,Employed,M,33345,Suburban,Divorced
WA60547,California,11971.98,No,Premium,College,2/13/2011,Employed,F,64195,Urban,Divorced
RV97631,Oregon,15328.46,No,Extended,College,2/12/2011,Unemployed,F,0,Suburban,Married
SS20130,Oregon,5424.26,No,Basic,Bachelor,2/27/2011,Employed,F,67414,Rural,Married
ZI72165,Arizona,4981.83,No,Basic,High School or Below,1/26/2011,Employed,M,33176,Suburban,Married
HD29166,Oregon,14635.45,Yes,Extended,Bachelor,2/27/2011,Unemployed,F,0,Suburban,Divorced
NP30139,Oregon,6862.87,No,Extended,College,1/15/2011,Employed,M,56779,Suburban,Divorced
FV54537,California,13745.05,No,Basic,College,1/10/2011,Employed,M,40810,Suburban,Married
SG62327,Nevada,8111.65,No,Basic,High School or Below,2/21/2011,Employed,M,30622,Suburban,Married
FX26050,Oregon,22712.02,No,Basic,Doctor,1/16/2011,Disabled,M,14119,Rural,Married
DU50092,Oregon,56675.94,No,Premium,College,1/24/2011,Employed,F,77237,Suburban,Married
EU48798,Nevada,8160.59,No,Basic,College,2/21/2011,Disabled,F,24980,Suburban,Divorced
WE93328,Nevada,3919.37,Yes,Extended,High School or Below,1/5/2011,Employed,F,66676,Suburban,Married
KP83069,California,7286.16,No,Basic,High School or Below,1/8/2011,Unemployed,F,0,Suburban,Single
GO56075,Oregon,7589.63,No,Basic,High School or Below,1/24/2011,Unemployed,M,0,Suburban,Married
DI19952,Arizona,9032.37,No,Extended,Bachelor,1/8/2011,Unemployed,F,0,Rural,Married
SV58690,California,5555.56,No,Basic,Bachelor,1/25/2011,Employed,M,41853,Rural,Single
RF35142,Nevada,8257.67,Yes,Basic,Bachelor,1/12/2011,Disabled,F,23815,Suburban,Married
CU69816,California,2721.75,No,Basic,Bachelor,2/22/2011,Medical Leave,M,22885,Suburban,Married
JM67025,Nevada,5230.09,No,Basic,High School or Below,1/2/2011,Employed,M,32630,Urban,Married
OB69329,California,6273.91,Yes,Extended,College,2/16/2011,Retired,F,18577,Suburban,Divorced
GF19726,Oregon,5866.07,No,Basic,High School or Below,2/10/2011,Employed,M,75952,Suburban,Married
FH39427,Nevada,8802.19,No,Basic,Bachelor,1/29/2011,Employed,M,96390,Urban,Married
VM69145,California,8722.9,No,Basic,College,1/17/2011,Employed,F,25680,Urban,Divorced
GN76399,Nevada,8178.52,No,Premium,Bachelor,2/6/2011,Unemployed,M,0,Suburban,Single
IV94496,Nevada,43217.22,No,Extended,High School or Below,1/27/2011,Employed,M,51504,Suburban,Single
NM91640,Oregon,2442.22,No,Basic,High School or Below,1/7/2011,Unemployed,M,0,Suburban,Single
DS46955,California,2919.71,No,Basic,Master,1/2/2011,Employed,F,41456,Urban,Married
LU82585,Nevada,6366.23,Yes,Extended,High School or Below,1/7/2011,Employed,M,44368,Suburban,Married
QX31376,Oregon,17114.33,No,Extended,Master,1/4/2011,Employed,F,70961,Suburban,Married
SQ36805,Oregon,2395.57,Yes,Basic,Doctor,1/27/2011,Disabled,F,21986,Suburban,Divorced
UY57856,Oregon,2987.95,No,Extended,College,2/27/2011,Unemployed,F,0,Suburban,Single
OG84541,Arizona,12780.28,No,Basic,Master,2/24/2011,Employed,F,33514,Urban,Married
NT66759,Arizona,3906.67,No,Extended,College,1/9/2011,Employed,F,60230,Rural,Married
PR74307,California,2594.59,No,Basic,High School or Below,1/23/2011,Unemployed,M,0,Suburban,Married
PW15144,Washington,5267.85,No,Basic,College,1/3/2011,Employed,M,40818,Suburban,Married
KS89479,Oregon,9095.05,Yes,Basic,College,1/11/2011,Employed,M,37937,Suburban,Married
QA22158,Arizona,7122.27,No,Extended,College,2/23/2011,Employed,F,64571,Suburban,Divorced
MK32733,California,9117.44,No,Extended,Bachelor,1/18/2011,Unemployed,M,0,Urban,Married
WL85494,California,41075.43,No,Extended,College,2/17/2011,Employed,M,21988,Suburban,Married
RZ79717,Arizona,3486.7,No,Extended,High School or Below,1/15/2011,Unemployed,M,0,Suburban,Single
NS12730,Oregon,7297.69,No,Extended,Bachelor,2/23/2011,Employed,M,24672,Suburban,Married
YK32760,Oregon,2502.21,No,Basic,High School or Below,2/15/2011,Unemployed,M,0,Suburban,Divorced
SS77718,California,9955.49,No,Extended,Bachelor,1/12/2011,Unemployed,M,0,Suburban,Single
QP62600,Oregon,7094.16,No,Basic,Bachelor,1/4/2011,Employed,M,72878,Rural,Married
ET47892,Oregon,12280.77,Yes,Premium,College,1/1/2011,Employed,M,88340,Suburban,Married
PS78418,Oregon,5773.9,No,Basic,Bachelor,2/25/2011,Employed,M,52278,Urban,Married
SK32629,California,4904.89,Yes,Extended,College,2/14/2011,Retired,F,12902,Suburban,Divorced
LQ79472,Arizona,3423.82,No,Extended,College,1/17/2011,Employed,M,99816,Rural,Single
AI58500,Arizona,2689.17,No,Basic,College,2/9/2011,Employed,F,26554,Suburban,Married
ME47990,California,3109.01,No,Extended,High School or Below,1/31/2011,Employed,M,77485,Urban,Married
KU25309,Oregon,22425.26,No,Basic,College,2/22/2011,Employed,M,22537,Suburban,Married
RW66792,California,5705.55,No,Basic,High School or Below,1/11/2011,Employed,F,76522,Suburban,Married
MN32305,Oregon,2063.39,No,Basic,College,2/25/2011,Unemployed,F,0,Suburban,Single
XS98744,Oregon,5096.67,Yes,Basic,Master,1/28/2011,Disabled,F,22886,Suburban,Divorced
SL19130,Oregon,4101.94,No,Premium,High School or Below,1/5/2011,Unemployed,M,0,Suburban,Single
JG66653,Oregon,2537.93,No,Basic,High School or Below,1/22/2011,Employed,M,25506,Suburban,Married
GQ17441,Nevada,3651.69,No,Basic,High School or Below,1/6/2011,Unemployed,M,0,Suburban,Single
WL67313,California,10014.06,No,Extended,College,2/5/2011,Unemployed,F,0,Suburban,Single
LX33054,Oregon,6758.81,No,Basic,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Single
HN97052,Oregon,5205.91,No,Basic,College,2/24/2011,Unemployed,F,0,Suburban,Married
EB12732,Oregon,2847.97,No,Basic,High School or Below,1/31/2011,Employed,F,96357,Urban,Married
KA29693,California,11513.36,No,Basic,College,1/13/2011,Medical Leave,M,16266,Suburban,Married
KE41602,Arizona,7588.36,No,Extended,High School or Below,2/23/2011,Employed,M,76516,Suburban,Married
QF17193,Arizona,2389.31,No,Basic,College,2/18/2011,Employed,F,20484,Urban,Married
IQ63581,California,5066.83,No,Basic,Master,2/21/2011,Employed,F,40215,Rural,Divorced
MR39613,California,36860.91,No,Extended,Bachelor,2/1/2011,Medical Leave,M,22854,Suburban,Married
RQ22171,California,3961.59,No,Basic,High School or Below,1/30/2011,Unemployed,F,0,Rural,Single
QV89791,California,8476.81,No,Premium,High School or Below,2/15/2011,Employed,F,55217,Suburban,Married
MD15300,California,10110.77,No,Extended,College,2/5/2011,Employed,M,76276,Rural,Single
OW33876,Washington,2476.48,No,Basic,College,2/14/2011,Employed,F,47918,Urban,Married
SK12752,California,4463,Yes,Basic,Bachelor,1/30/2011,Unemployed,F,0,Suburban,Single
BW65176,Arizona,3141.25,No,Extended,College,2/22/2011,Employed,M,43499,Suburban,Married
XV31269,Oregon,2496.14,No,Basic,High School or Below,2/13/2011,Unemployed,M,0,Suburban,Single
NV94455,Arizona,6861.28,No,Basic,College,1/10/2011,Unemployed,F,0,Suburban,Single
QA32784,Oregon,4983.18,No,Extended,Bachelor,2/26/2011,Disabled,M,21497,Suburban,Married
UH41125,Arizona,2227.07,Yes,Basic,High School or Below,1/5/2011,Retired,M,27972,Suburban,Married
VS28690,Nevada,9670.18,No,Extended,Master,1/6/2011,Disabled,F,20942,Suburban,Divorced
SD63822,Oregon,5088.69,No,Basic,Bachelor,1/5/2011,Unemployed,F,0,Suburban,Single
QE50648,Washington,7095.13,No,Premium,High School or Below,1/25/2011,Employed,F,74298,Rural,Married
EL77795,California,5437.91,No,Extended,College,1/9/2011,Employed,F,23339,Suburban,Married
VK98184,Arizona,5033.69,No,Extended,College,2/19/2011,Employed,F,77031,Suburban,Married
BR69566,Oregon,14019.83,No,Basic,College,2/18/2011,Employed,M,31739,Suburban,Divorced
AI16519,Nevada,4877.61,No,Basic,High School or Below,1/18/2011,Unemployed,M,0,Suburban,Married
SN67992,Washington,3449.49,No,Extended,Bachelor,2/4/2011,Medical Leave,F,25236,Suburban,Divorced
BE31382,Oregon,3771.62,No,Basic,College,2/18/2011,Unemployed,F,0,Suburban,Married
ZP49970,Oregon,5824.82,No,Basic,Bachelor,1/26/2011,Employed,M,40964,Suburban,Married
OA23108,Oregon,4379.93,No,Basic,Doctor,1/28/2011,Employed,F,40896,Urban,Married
LY90785,Oregon,5793.16,No,Basic,Bachelor,2/6/2011,Employed,M,95733,Suburban,Married
ZR66788,California,2725.68,No,Basic,High School or Below,1/8/2011,Employed,F,39161,Suburban,Married
BL12371,Arizona,5790.57,No,Basic,Master,2/3/2011,Employed,M,84551,Rural,Divorced
GB68813,Nevada,8502.24,No,Premium,Bachelor,2/8/2011,Medical Leave,F,12843,Suburban,Single
IG90926,Arizona,2476.59,No,Basic,College,2/4/2011,Employed,F,71551,Suburban,Single
CT86614,Arizona,2426.96,No,Basic,Bachelor,1/30/2011,Unemployed,M,0,Suburban,Single
BL13393,Oregon,5897.99,No,Basic,High School or Below,2/20/2011,Employed,F,77835,Rural,Divorced
TU33850,Washington,4617.39,No,Basic,Bachelor,1/25/2011,Medical Leave,F,16764,Suburban,Married
IL25109,Nevada,12521.42,No,Premium,High School or Below,1/29/2011,Employed,M,39007,Suburban,Married
OP67672,Washington,9079.82,No,Basic,Master,2/14/2011,Employed,F,20290,Suburban,Married
NW73460,Arizona,7777.2,No,Basic,High School or Below,1/7/2011,Employed,F,46182,Rural,Married
LW57693,Oregon,5601.68,No,Basic,College,2/16/2011,Disabled,F,11920,Suburban,Married
