Customer,State,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
NN54114,Arizona,70,13,48,0,9,Personal Auto,Personal L3,Offer1,Branch,504,Four-Door Car,Medsize
BI27443,Arizona,124,34,20,0,1,Personal Auto,Personal L1,Offer2,Agent,559.41,SUV,Medsize
WL86517,Nevada,99,7,26,0,1,Personal Auto,Personal L3,Offer3,Web,475.2,Two-Door Car,Medsize
HW40931,Oregon,91,8,77,1,2,Special Auto,Special L1,Offer4,Web,655.2,Four-Door Car,Small
NN44758,Arizona,116,15,80,0,1,Personal Auto,Personal L2,Offer2,Call Center,556.8,Two-Door Car,Small
NQ18750,Oregon,106,34,13,0,2,Personal Auto,Personal L1,Offer2,Call Center,763.2,Two-Door Car,Small
GC34791,Nevada,62,7,45,0,2,Personal Auto,Personal L3,Offer2,Agent,297.6,Two-Door Car,Medsize
SY22123,California,85,20,83,0,7,Personal Auto,Personal L3,Offer1,Agent,408,Four-Door Car,Medsize
DY17416,Oregon,79,15,83,0,5,Personal Auto,Personal L3,Offer2,Agent,286.94,Two-Door Car,Medsize
KE57057,California,66,9,10,1,1,Corporate Auto,Corporate L3,Offer2,Agent,475.2,Four-Door Car,Small
AT24793,Oregon,173,10,65,0,1,Special Auto,Special L3,Offer3,Call Center,830.4,Sports Car,Medsize
SL71998,Oregon,71,3,72,0,1,Personal Auto,Personal L1,Offer3,Web,397.62,Two-Door Car,Small
AP66226,Nevada,66,15,51,4,3,Personal Auto,Personal L3,Offer1,Web,316.8,Four-Door Car,Medsize
HI91534,California,114,2,16,0,1,Personal Auto,Personal L3,Offer3,Web,392.93,SUV,Small
TK61994,Oregon,80,10,63,0,5,Personal Auto,Personal L2,Offer1,Agent,18.19,Four-Door Car,Medsize
CW35098,Washington,91,3,78,0,1,Personal Auto,Personal L3,Offer1,Branch,655.2,Two-Door Car,Medsize
WX30852,Arizona,66,24,20,0,1,Personal Auto,Personal L1,Offer4,Agent,21.01,Four-Door Car,Medsize
SK69036,California,118,21,44,0,2,Personal Auto,Personal L1,Offer1,Branch,566.4,Four-Door Car,Small
YI79084,Nevada,95,13,97,0,1,Personal Auto,Personal L1,Offer2,Agent,541.76,Two-Door Car,Medsize
KF46546,Arizona,72,2,71,0,6,Personal Auto,Personal L2,Offer1,Agent,73.85,Four-Door Car,Medsize
GA71186,Nevada,112,20,34,0,2,Personal Auto,Personal L2,Offer1,Agent,523.69,SUV,Medsize
KL65897,California,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.71,Two-Door Car,Medsize
CF15086,California,96,21,81,0,1,Personal Auto,Personal L3,Offer2,Branch,138.42,Four-Door Car,Medsize
HG40729,Oregon,114,22,39,0,2,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Small
VP55618,California,79,16,27,1,9,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize
ZL23478,California,92,5,8,0,2,Corporate Auto,Corporate L3,Offer1,Agent,237.95,Four-Door Car,Small
EY75197,Arizona,158,5,59,0,1,Personal Auto,Personal L3,Offer3,Agent,1137.6,SUV,Medsize
SF11920,Arizona,70,32,17,0,5,Corporate Auto,Corporate L1,Offer1,Web,283.74,Two-Door Car,Medsize
DY57308,California,112,11,59,0,8,Personal Auto,Personal L1,Offer1,Branch,419.75,SUV,Small
HP73832,California,96,16,30,2,1,Personal Auto,Personal L1,Offer2,Web,513.31,Four-Door Car,Medsize
WP58797,Oregon,106,28,61,0,1,Personal Auto,Personal L3,Offer3,Web,508.8,SUV,Large
ZM33786,Arizona,108,0,64,0,2,Personal Auto,Personal L2,Offer3,Call Center,116.26,SUV,Medsize
LY19199,Oregon,62,26,33,1,3,Corporate Auto,Corporate L3,Offer1,Branch,83.39,Two-Door Car,Medsize
IX60436,Arizona,73,8,19,2,1,Special Auto,Special L1,Offer2,Branch,350.4,Four-Door Car,Medsize
UK29448,Oregon,73,29,14,0,1,Personal Auto,Personal L2,Offer1,Agent,525.6,Two-Door Car,Medsize
QA49556,Washington,66,17,34,0,3,Personal Auto,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize
ST78006,Oregon,63,11,10,1,3,Personal Auto,Personal L2,Offer4,Call Center,139.33,Four-Door Car,Medsize
KD63903,Arizona,118,6,32,0,5,Personal Auto,Personal L1,Offer3,Call Center,566.4,SUV,Medsize
GV62858,California,102,16,8,0,1,Personal Auto,Personal L3,Offer1,Web,502.44,Four-Door Car,Medsize
DN66715,California,64,5,80,0,6,Personal Auto,Personal L3,Offer2,Agent,307.2,Four-Door Car,Small
LU30834,Oregon,119,22,91,2,2,Personal Auto,Personal L3,Offer1,Call Center,759.12,SUV,Small
HN35280,Arizona,61,24,27,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize
DG21323,California,64,29,36,0,9,Personal Auto,Personal L3,Offer3,Branch,607.73,Four-Door Car,Medsize
KD16729,Nevada,86,6,98,0,8,Personal Auto,Personal L2,Offer1,Branch,391.45,Two-Door Car,Medsize
WO17738,Oregon,112,21,50,0,7,Corporate Auto,Corporate L3,Offer2,Agent,614.08,Four-Door Car,Large
VB22338,Nevada,108,7,31,0,1,Special Auto,Special L3,Offer4,Agent,406.35,SUV,Small
JU66696,California,131,15,90,0,8,Corporate Auto,Corporate L2,Offer3,Branch,628.8,Sports Car,Large
AE60813,Oregon,63,10,67,1,7,Personal Auto,Personal L3,Offer4,Branch,101.34,Four-Door Car,Medsize
AS99827,Oregon,62,15,95,0,6,Personal Auto,Personal L1,Offer1,Branch,567.34,Four-Door Car,Medsize
XQ80738,Oregon,72,24,58,0,1,Personal Auto,Personal L1,Offer2,Agent,188.2,Four-Door Car,Medsize
KX82226,Arizona,92,14,24,0,1,Personal Auto,Personal L3,Offer4,Call Center,441.6,Two-Door Car,Medsize
MA43940,Oregon,117,23,77,0,3,Special Auto,Special L3,Offer3,Branch,561.6,Sports Car,Medsize
JL93248,Oregon,64,21,90,0,2,Personal Auto,Personal L3,Offer1,Branch,307.2,Four-Door Car,Small
PY98628,Arizona,79,21,53,1,7,Personal Auto,Personal L2,Offer1,Agent,407.44,Two-Door Car,Medsize
GX32768,Oregon,74,1,52,1,2,Corporate Auto,Corporate L2,Offer1,Agent,807.28,Four-Door Car,Medsize
AM89558,Nevada,66,7,43,1,5,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Medsize
EL41362,California,66,17,12,0,3,Personal Auto,Personal L2,Offer3,Agent,468.2,Four-Door Car,Small
XK91603,California,64,8,11,0,1,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Medsize
MG77033,California,69,26,21,0,3,Corporate Auto,Corporate L3,Offer1,Agent,120.11,Four-Door Car,Large
OM70085,Oregon,83,29,13,0,2,Personal Auto,Personal L2,Offer2,Agent,483.58,Four-Door Car,Medsize
NB57112,Oregon,117,24,8,1,6,Personal Auto,Personal L2,Offer2,Agent,842.4,Sports Car,Medsize
WH60140,Arizona,69,22,11,0,1,Personal Auto,Personal L2,Offer2,Call Center,496.8,Two-Door Car,Small
FV92759,Oregon,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small
YW85018,Nevada,71,4,41,0,1,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize
BY84257,Arizona,71,28,15,0,1,Special Auto,Special L1,Offer4,Branch,747.11,Four-Door Car,Medsize
JT69863,Arizona,64,13,84,0,1,Personal Auto,Personal L2,Offer3,Branch,307.2,Two-Door Car,Medsize
OE15600,California,65,5,50,0,1,Personal Auto,Personal L3,Offer2,Call Center,139.75,Two-Door Car,Medsize
BU81591,California,90,33,75,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,432,Four-Door Car,Large
XL44677,California,63,21,12,0,1,Personal Auto,Personal L1,Offer1,Agent,302.4,Four-Door Car,Large
No73821,Oregon,131,27,7,0,9,Personal Auto,Personal L1,Offer2,Branch,640.49,SUV,Medsize
VJ24328,Oregon,68,28,71,4,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
XW63353,Oregon,84,33,70,0,7,Personal Auto,Personal L3,Offer2,Agent,599,Two-Door Car,Medsize
JZ31045,California,67,6,82,0,1,Personal Auto,Personal L3,Offer3,Branch,318.66,Four-Door Car,Medsize
UM27359,Arizona,63,8,64,0,2,Personal Auto,Personal L1,Offer2,Web,278.24,Four-Door Car,Medsize
ND71187,Arizona,79,30,61,0,2,Corporate Auto,Corporate L2,Offer1,Agent,558.75,Four-Door Car,Large
YR63096,Nevada,74,9,59,0,9,Corporate Auto,Corporate L3,Offer1,Agent,487.93,Four-Door Car,Small
SN21895,Arizona,82,29,77,0,3,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Small
FY90924,Arizona,73,10,42,0,1,Personal Auto,Personal L3,Offer2,Agent,339.94,Four-Door Car,Medsize
CN30964,California,84,33,74,2,3,Personal Auto,Personal L3,Offer4,Agent,604.8,Two-Door Car,Small
BN14307,Oregon,69,24,23,0,8,Personal Auto,Personal L2,Offer2,Call Center,549.27,Two-Door Car,Medsize
XG35514,California,69,28,29,2,3,Personal Auto,Personal L3,Offer3,Branch,496.8,Four-Door Car,Medsize
RL28918,California,104,4,29,0,2,Personal Auto,Personal L1,Offer3,Branch,366.98,SUV,Small
SR74929,Oregon,133,23,32,0,6,Personal Auto,Personal L1,Offer1,Call Center,1443.46,SUV,Medsize
HK93338,Washington,69,18,14,0,2,Personal Auto,Personal L2,Offer1,Branch,470.1,Four-Door Car,Medsize
QR53727,Arizona,109,5,64,0,4,Personal Auto,Personal L3,Offer1,Web,523.2,SUV,Medsize
SQ35375,Oregon,63,1,1,0,6,Personal Auto,Personal L3,Offer2,Web,343.16,Four-Door Car,Medsize
UD77728,Arizona,72,17,3,0,3,Personal Auto,Personal L3,Offer2,Agent,222.75,Four-Door Car,Medsize
GP13187,California,190,1,36,0,3,Personal Auto,Personal L3,Offer1,Branch,1368,Luxury Car,Medsize
AQ70619,California,65,26,96,1,2,Corporate Auto,Corporate L3,Offer1,Agent,266.64,Four-Door Car,Medsize
IP65887,Oregon,105,19,83,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,504,SUV,Medsize
KS98084,California,63,24,40,0,8,Personal Auto,Personal L3,Offer3,Agent,12.74,Four-Door Car,Medsize
QU55718,California,136,24,55,0,8,Personal Auto,Personal L1,Offer1,Agent,979.2,Sports Car,Large
TS31417,Washington,117,19,92,0,2,Personal Auto,Personal L3,Offer1,Web,696.96,SUV,Medsize
QG83213,California,94,7,8,0,6,Personal Auto,Personal L2,Offer2,Agent,451.2,Four-Door Car,Small
SA40041,Washington,73,16,59,0,9,Personal Auto,Personal L3,Offer2,Agent,360.77,Four-Door Car,Small
MC36247,Oregon,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
FO13070,California,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.99,Four-Door Car,Medsize
VL97142,Oregon,110,5,29,0,2,Personal Auto,Personal L2,Offer3,Agent,140.2,SUV,Medsize
CI57475,Arizona,87,13,6,0,1,Personal Auto,Personal L2,Offer1,Agent,626.4,Four-Door Car,Small
KJ19260,Arizona,61,21,35,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,120.44,Four-Door Car,Medsize
GN93462,California,81,25,3,0,3,Personal Auto,Personal L3,Offer2,Call Center,109.03,Four-Door Car,Medsize
QB86817,Oregon,93,21,68,0,8,Personal Auto,Personal L1,Offer2,Agent,377.42,Four-Door Car,Medsize
AZ68072,Oregon,61,5,10,2,3,Personal Auto,Personal L2,Offer1,Agent,14.1,Four-Door Car,Medsize
MZ43298,California,131,31,42,0,1,Corporate Auto,Corporate L2,Offer1,Web,523.73,SUV,Medsize
KS12490,Oregon,131,22,32,0,6,Personal Auto,Personal L3,Offer4,Call Center,628.8,Sports Car,Small
TL18087,Washington,77,30,68,0,1,Personal Auto,Personal L2,Offer2,Web,369.6,Four-Door Car,Medsize
ZT18953,Oregon,109,25,93,0,4,Corporate Auto,Corporate L3,Offer1,Branch,523.2,SUV,Medsize
EF13716,Oregon,68,14,10,1,1,Personal Auto,Personal L3,Offer1,Agent,216.93,Four-Door Car,Large
RN87402,California,69,35,50,0,2,Corporate Auto,Corporate L2,Offer1,Branch,454.36,Four-Door Car,Small
RJ40995,Arizona,62,30,77,0,1,Personal Auto,Personal L2,Offer1,Agent,67.53,Four-Door Car,Large
GB47529,Oregon,136,4,69,0,1,Corporate Auto,Corporate L3,Offer1,Web,652.8,Sports Car,Medsize
MB63131,Oregon,64,5,18,1,6,Corporate Auto,Corporate L2,Offer1,Call Center,307.2,Four-Door Car,Medsize
KN57002,Arizona,130,32,38,0,4,Corporate Auto,Corporate L2,Offer1,Agent,936,SUV,Small
DR68556,Oregon,65,34,51,0,2,Personal Auto,Personal L3,Offer2,Branch,256.24,Four-Door Car,Medsize
CS70768,California,64,27,1,0,2,Personal Auto,Personal L3,Offer1,Branch,460.8,Four-Door Car,Medsize
XY33610,Washington,65,15,51,0,2,Personal Auto,Personal L3,Offer2,Agent,303,Four-Door Car,Medsize
LO17953,Oregon,65,10,28,0,9,Personal Auto,Personal L3,Offer2,Branch,9.72,Four-Door Car,Large
LZ35469,California,64,2,68,0,1,Personal Auto,Personal L2,Offer2,Agent,201.46,Four-Door Car,Medsize
BM27144,California,64,20,30,0,2,Personal Auto,Personal L3,Offer1,Agent,77.45,Four-Door Car,Medsize
EA14700,California,73,9,83,0,6,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,Small
FQ70521,California,111,6,65,2,3,Personal Auto,Personal L1,Offer2,Agent,2.55,Four-Door Car,Large
OA99158,California,65,9,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,312,Two-Door Car,Medsize
YS84064,Arizona,180,29,19,3,2,Corporate Auto,Corporate L3,Offer2,Agent,1296,SUV,Medsize
YD45065,Oregon,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize
OC88207,California,69,25,10,0,3,Special Auto,Special L3,Offer2,Branch,170.69,Two-Door Car,Medsize
IL47644,Oregon,111,14,62,0,3,Personal Auto,Personal L1,Offer2,Call Center,285.85,SUV,Medsize
CW27031,Washington,126,7,80,0,2,Corporate Auto,Corporate L2,Offer1,Agent,907.2,SUV,Medsize
XX44146,California,89,33,98,0,3,Personal Auto,Personal L2,Offer1,Branch,640.8,Two-Door Car,Small
LH26131,Nevada,108,2,18,0,1,Personal Auto,Personal L2,Offer1,Agent,1099.23,Two-Door Car,Large
HU94030,Arizona,129,27,84,1,3,Corporate Auto,Corporate L2,Offer1,Branch,59.53,SUV,Large
GP39118,Washington,63,17,43,0,7,Personal Auto,Personal L2,Offer2,Call Center,46.16,Two-Door Car,Medsize
QL80658,Arizona,98,25,20,0,1,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Small
LU63980,Nevada,62,0,83,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Two-Door Car,Large
HQ41200,Oregon,101,30,2,0,9,Personal Auto,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize
DZ81394,Oregon,118,20,19,0,3,Personal Auto,Personal L3,Offer1,Agent,1380.11,SUV,Medsize
IN41344,Washington,74,34,80,0,1,Personal Auto,Personal L3,Offer4,Branch,491.45,Four-Door Car,Medsize
QJ22615,Arizona,61,26,27,0,7,Special Auto,Special L3,Offer2,Call Center,292.8,Four-Door Car,Medsize
FJ24418,Arizona,95,22,80,0,1,Personal Auto,Personal L3,Offer4,Agent,456,Four-Door Car,Medsize
JR45097,Oregon,184,0,94,0,9,Personal Auto,Personal L3,Offer2,Agent,1394.85,Luxury SUV,Medsize
DT82702,Arizona,66,16,77,0,2,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Medsize
ME87834,Oregon,107,24,52,0,1,Personal Auto,Personal L3,Offer3,Web,693.41,SUV,Medsize
DB91647,California,74,9,14,0,6,Personal Auto,Personal L2,Offer4,Web,379.38,Four-Door Car,Small
UM44109,Oregon,65,16,9,0,2,Personal Auto,Personal L3,Offer2,Call Center,149.69,Four-Door Car,Medsize
RT22532,Arizona,103,8,50,0,1,Personal Auto,Personal L1,Offer1,Branch,535.08,Sports Car,Large
DU60004,Nevada,88,6,91,0,1,Corporate Auto,Corporate L2,Offer2,Web,170.11,Four-Door Car,Medsize
XR17548,Oregon,63,32,53,1,6,Personal Auto,Personal L1,Offer2,Branch,225.56,Four-Door Car,Medsize
VR14881,Oregon,130,3,46,0,3,Personal Auto,Personal L3,Offer2,Agent,624,Sports Car,Medsize
FS81127,California,67,3,42,1,1,Corporate Auto,Corporate L3,Offer2,Web,426.01,Four-Door Car,Medsize
VD19899,California,114,19,15,0,2,Personal Auto,Personal L3,Offer2,Call Center,491.32,Two-Door Car,Medsize
SP93911,California,110,20,99,1,3,Corporate Auto,Corporate L1,Offer1,Agent,372.59,Two-Door Car,Medsize
GH49378,California,63,25,14,0,3,Personal Auto,Personal L3,Offer2,Web,86.6,Four-Door Car,Medsize
MZ30958,Nevada,90,6,78,0,7,Corporate Auto,Corporate L2,Offer1,Agent,432,Two-Door Car,Medsize
FU55433,Arizona,67,1,9,0,1,Corporate Auto,Corporate L2,Offer2,Branch,407.78,Two-Door Car,Medsize
SZ14518,California,72,15,45,0,2,Personal Auto,Personal L3,Offer3,Call Center,518.4,Four-Door Car,Medsize
XI58886,California,70,0,60,0,1,Personal Auto,Personal L1,Offer2,Branch,111.82,Two-Door Car,Medsize
NL17031,Washington,84,31,28,0,1,Personal Auto,Personal L3,Offer2,Agent,604.8,Two-Door Car,Medsize
OB32861,Nevada,84,14,66,0,3,Special Auto,Special L2,Offer4,Web,403.2,Two-Door Car,Medsize
AZ84403,Oregon,238,19,29,0,2,Personal Auto,Personal L1,Offer3,Branch,1142.4,Luxury SUV,Medsize
PU34934,Arizona,88,1,41,0,2,Personal Auto,Personal L3,Offer3,Branch,633.6,Four-Door Car,Medsize
WX87964,Washington,62,21,89,0,7,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize
VI12468,Oregon,133,1,85,0,2,Personal Auto,Personal L2,Offer2,Branch,532.75,SUV,Medsize
RC44077,California,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize
ZQ48144,California,91,7,75,0,1,Corporate Auto,Corporate L3,Offer4,Web,73.84,Four-Door Car,Medsize
MA83261,Arizona,71,20,61,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,158,Two-Door Car,Medsize
ER63193,California,96,28,86,0,3,Corporate Auto,Corporate L2,Offer1,Branch,252.08,Four-Door Car,Medsize
XZ34917,Washington,72,22,60,0,3,Personal Auto,Personal L3,Offer2,Call Center,345.6,Four-Door Car,Small
WH36754,Oregon,61,10,73,0,2,Personal Auto,Personal L1,Offer1,Branch,251.89,Four-Door Car,Small
ZG90341,Oregon,118,20,74,0,4,Personal Auto,Personal L2,Offer1,Branch,566.4,Four-Door Car,Medsize
KR82385,California,69,25,25,0,4,Personal Auto,Personal L3,Offer4,Call Center,331.2,Two-Door Car,Medsize
MC48570,Arizona,62,13,74,0,1,Personal Auto,Personal L2,Offer2,Web,196.88,Two-Door Car,Medsize
MP13698,Oregon,111,29,60,0,3,Personal Auto,Personal L1,Offer2,Agent,532.8,Two-Door Car,Medsize
JE84351,Oregon,91,11,6,0,9,Personal Auto,Personal L3,Offer2,Agent,652.39,Two-Door Car,Small
BU72276,California,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small
DC78147,Arizona,126,12,4,0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,Medsize
DB17162,Arizona,67,7,67,0,3,Personal Auto,Personal L2,Offer3,Branch,321.6,Four-Door Car,Small
TG97744,Oregon,82,10,69,0,1,Corporate Auto,Corporate L2,Offer1,Agent,393.6,Four-Door Car,Medsize
QT26393,California,67,24,72,0,1,Personal Auto,Personal L3,Offer4,Agent,255.08,Two-Door Car,Medsize
UG49716,Washington,114,19,77,0,1,Personal Auto,Personal L3,Offer1,Branch,1182.29,Sports Car,Large
HF11584,Arizona,107,0,11,0,2,Personal Auto,Personal L3,Offer1,Branch,513.6,SUV,Medsize
MS87381,California,81,27,93,1,2,Personal Auto,Personal L2,Offer3,Branch,388.8,Four-Door Car,Medsize
YU79270,Arizona,63,32,59,1,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize
HU81007,Oregon,108,19,28,0,3,Personal Auto,Personal L3,Offer1,Agent,518.4,SUV,Medsize
XH53960,Arizona,61,16,46,0,1,Personal Auto,Personal L3,Offer3,Agent,439.2,Four-Door Car,Small
MM62953,Arizona,70,13,75,0,7,Personal Auto,Personal L3,Offer3,Agent,336,Four-Door Car,Medsize
DA74095,Arizona,153,4,11,1,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,Sports Car,Medsize
QD46343,Arizona,97,0,40,0,1,Personal Auto,Personal L3,Offer3,Agent,558.1,Four-Door Car,Small
FR17176,Arizona,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize
WY26014,California,90,7,18,0,2,Personal Auto,Personal L2,Offer1,Agent,410.39,Four-Door Car,Medsize
RY32848,Oregon,132,19,42,0,2,Personal Auto,Personal L3,Offer2,Call Center,111.05,SUV,Medsize
JG83987,Arizona,81,17,14,0,7,Personal Auto,Personal L3,Offer3,Web,309.16,Two-Door Car,Large
MQ48266,Arizona,73,17,32,4,3,Personal Auto,Personal L3,Offer1,Agent,325.57,Two-Door Car,Medsize
EA68909,California,63,1,73,0,1,Personal Auto,Personal L3,Offer2,Agent,302.4,Four-Door Car,Medsize
KP51068,Oregon,68,8,7,0,1,Personal Auto,Personal L3,Offer1,Branch,291.92,Four-Door Car,Medsize
CM78608,California,73,1,49,0,9,Personal Auto,Personal L3,Offer2,Call Center,35.92,Two-Door Car,Medsize
TZ11597,California,71,2,67,0,9,Personal Auto,Personal L3,Offer2,Branch,60.02,Two-Door Car,Medsize
GS76685,California,101,3,43,1,2,Corporate Auto,Corporate L3,Offer1,Branch,523.82,SUV,Medsize
BR40272,California,105,17,28,0,7,Personal Auto,Personal L2,Offer2,Branch,504,Four-Door Car,Medsize
FX36546,Washington,92,16,50,0,1,Personal Auto,Personal L3,Offer2,Agent,213.23,Four-Door Car,Medsize
FY31714,Oregon,82,17,84,0,2,Personal Auto,Personal L3,Offer2,Call Center,206.95,Four-Door Car,Large
GL99349,California,66,7,90,5,2,Personal Auto,Personal L2,Offer4,Web,351.88,Two-Door Car,Small
HH49391,Oregon,132,14,4,0,4,Special Auto,Special L1,Offer3,Web,633.6,SUV,Medsize
WG26617,Oregon,82,5,41,0,2,Personal Auto,Personal L3,Offer1,Web,64.4,Two-Door Car,Medsize
JL97265,Oregon,61,4,15,0,7,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
QQ25666,Arizona,182,30,21,0,6,Personal Auto,Personal L3,Offer2,Branch,716.47,Luxury Car,Medsize
VE72838,Arizona,116,23,21,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize
ZN27809,Oregon,116,7,23,0,8,Personal Auto,Personal L3,Offer1,Web,820.02,SUV,Medsize
IZ71030,California,64,23,32,1,1,Personal Auto,Personal L2,Offer3,Branch,26.73,Four-Door Car,Medsize
LU79958,Washington,73,14,1,4,1,Personal Auto,Personal L1,Offer1,Web,801.02,Four-Door Car,Large
KT30737,California,119,19,98,0,1,Corporate Auto,Corporate L1,Offer2,Agent,856.8,SUV,Medsize
IU32539,California,95,25,9,1,9,Personal Auto,Personal L1,Offer4,Branch,620.1,Two-Door Car,Medsize
UI73924,Oregon,64,0,77,3,1,Personal Auto,Personal L3,Offer3,Agent,209.6,Two-Door Car,Medsize
RZ89359,California,62,11,62,0,1,Personal Auto,Personal L1,Offer4,Web,18.08,Four-Door Car,Medsize
CE21829,Oregon,136,29,91,0,5,Personal Auto,Personal L3,Offer1,Call Center,242.55,SUV,Small
BU17847,Arizona,116,8,23,0,8,Personal Auto,Personal L2,Offer1,Agent,158.08,Sports Car,Medsize
XA63646,California,114,15,40,0,1,Personal Auto,Personal L3,Offer2,Branch,376,Four-Door Car,Medsize
EA40332,Oregon,197,25,79,0,7,Personal Auto,Personal L2,Offer2,Agent,1404.87,SUV,Medsize
KB75939,Oregon,126,30,66,0,3,Corporate Auto,Corporate L3,Offer3,Branch,95.85,Sports Car,Medsize
PR98117,Oregon,66,16,60,0,1,Personal Auto,Personal L3,Offer2,Branch,136.27,Four-Door Car,Medsize
ZE62067,Arizona,74,3,63,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,523.89,Four-Door Car,Small
AU45793,Arizona,88,25,43,0,1,Corporate Auto,Corporate L3,Offer2,Branch,91.83,Four-Door Car,Medsize
RE29131,Oregon,108,28,10,0,1,Personal Auto,Personal L2,Offer2,Branch,112.66,SUV,Large
FZ19620,Oregon,96,5,27,0,2,Corporate Auto,Corporate L3,Offer1,Agent,1120.68,Four-Door Car,Medsize
HM93220,Arizona,135,29,71,1,2,Personal Auto,Personal L2,Offer1,Agent,648,Sports Car,Medsize
BO94261,Arizona,68,32,15,1,2,Personal Auto,Personal L1,Offer2,Call Center,100.21,Four-Door Car,Medsize
TC18805,Washington,137,16,82,2,3,Personal Auto,Personal L1,Offer1,Agent,392.92,SUV,Medsize
UQ24268,Oregon,82,9,58,0,2,Personal Auto,Personal L1,Offer4,Agent,393.6,Four-Door Car,Medsize
NF25863,Nevada,98,21,64,0,8,Personal Auto,Personal L3,Offer1,Call Center,470.4,Two-Door Car,Medsize
FD98839,Oregon,73,8,49,0,1,Personal Auto,Personal L1,Offer2,Call Center,166.55,Two-Door Car,Large
FN99437,California,111,10,25,0,1,Corporate Auto,Corporate L3,Offer2,Agent,343.98,SUV,Medsize
DZ35379,Arizona,72,3,62,0,5,Personal Auto,Personal L2,Offer2,Branch,196.98,Two-Door Car,Medsize
IA67715,California,192,3,10,0,1,Personal Auto,Personal L2,Offer4,Branch,921.6,Luxury Car,Medsize
JG61793,Washington,98,4,43,2,1,Personal Auto,Personal L1,Offer1,Branch,705.6,Four-Door Car,Small
CR41258,Nevada,65,14,82,0,1,Personal Auto,Personal L3,Offer3,Branch,116.32,Four-Door Car,Medsize
BE75190,California,89,9,17,0,2,Corporate Auto,Corporate L1,Offer2,Web,427.2,Four-Door Car,Medsize
EW16697,Arizona,64,21,99,0,1,Personal Auto,Personal L3,Offer4,Agent,99.89,Two-Door Car,Medsize
HI60054,California,80,5,91,2,2,Personal Auto,Personal L2,Offer1,Agent,202.91,Two-Door Car,Medsize
MU57098,Oregon,76,8,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small
WB21698,California,92,25,77,0,1,Personal Auto,Personal L3,Offer2,Branch,388.14,Four-Door Car,Medsize
MU75490,Oregon,107,1,97,0,3,Corporate Auto,Corporate L3,Offer1,Agent,415.85,SUV,Medsize
UA44429,California,68,3,52,0,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medsize
PP64004,Nevada,105,4,38,0,3,Personal Auto,Personal L1,Offer1,Agent,1126.66,SUV,Small
FI77477,Washington,126,15,45,0,1,Personal Auto,Personal L1,Offer4,Agent,907.2,SUV,Small
NT40494,California,63,8,0,0,6,Personal Auto,Personal L1,Offer1,Agent,160.52,Four-Door Car,Medsize
